Churn,Support_Calls,Total_Spend,Payment_Delay,Contract_Length=Monthly
1,8,244,0,0
0,3,966.81,19,0
1,7,443,1,0
1,0,251,15,0
0,1,686.79,12,0
1,10,729,20,1
1,2,653,13,1
0,4,614.39,0,0
1,8,997,6,1
1,6,798,19,0
0,2,627.77,19,0
1,2,720,24,0
0,0,501.51,1,0
0,1,889.33,11,0
1,2,354,15,0
1,0,376,6,0
1,10,550.03,24,0
1,7,903,6,0
0,0,533.46,1,0
1,8,361,27,0
1,4,496,26,1
1,2,534,10,1
0,1,640.16,19,0
0,2,652.73,1,0
1,2,146.82,10,1
0,3,863.62,3,0
0,1,908.85,12,0
0,1,504.37,7,0
1,1,182,17,0
1,5,844,4,0
0,2,894.51,12,0
1,5,412.35,15,1
0,0,902.17,9,0
1,9,856,27,1
0,0,787.13,9,0
1,8,898,8,0
1,2,727,20,0
1,1,945,15,0
1,9,979,19,0
1,6,618,0,1
0,3,973.95,19,0
0,4,746.69,15,0
1,10,138,18,0
0,3,755.78,11,0
1,2,333,2,1
0,2,793.72,18,0
1,9,807,16,0
0,2,784.67,20,0
0,0,915.11,8,0
0,0,924.68,11,0
0,2,796.74,18,0
1,3,483,12,0
0,2,929.68,7,0
0,2,510.52,10,0
1,5,540,22,0
1,1,587,8,1
1,5,374,4,0
1,4,352,28,1
1,5,321.64,5,0
1,7,753,6,0
1,4,125,17,0
1,7,332.81,29,0
0,1,745.38,5,0
0,0,617.19,2,0
1,6,851,12,1
1,8,802,16,0
0,0,888.87,3,0
1,8,680,14,0
1,3,493.03,11,0
0,0,988.99,10,0
0,0,678.54,5,0
0,4,598.94,9,0
1,2,888,28,1
0,1,923.02,9,0
1,10,325,1,0
0,0,837.63,12,0
0,1,891.2,10,0
0,1,941.01,6,0
0,2,966.34,7,0
1,2,525,25,0
0,1,669.91,4,0
1,4,819,24,0
0,0,714.77,1,0
0,0,944.25,8,0
0,0,511.79,3,0
1,6,991,16,0
0,3,815.97,17,0
1,4,738,2,0
1,6,349,2,1
1,1,297,5,1
0,2,672.86,14,0
1,7,435,26,0
0,0,518.94,12,0
1,1,178,27,0
1,9,903,27,0
0,1,516.42,13,0
0,4,771.37,0,0
1,1,254,27,1
1,8,114,28,0
0,3,692.01,17,0
1,7,170,25,0
1,2,836,30,1
1,10,653,10,1
0,2,972.53,17,0
0,2,663.51,1,0
0,0,978.44,4,0
1,6,509.9,19,0
1,8,147,24,1
1,3,100,25,0
0,1,504.36,5,0
1,1,777,14,1
1,0,506,29,1
1,7,291.38,16,0
1,4,181.44,29,1
1,0,183,1,1
1,1,293,1,1
1,0,458,25,1
1,0,333,17,1
1,0,386,17,1
0,3,647.46,17,0
0,1,988.18,17,0
0,4,839,14,0
1,10,743.2,0,1
1,8,601,29,1
0,2,958.94,4,0
1,9,822,7,1
0,3,630.24,2,0
0,0,966.93,1,0
1,7,946,12,1
0,3,733.73,19,0
0,3,726.06,6,0
0,2,797,3,0
1,6,760.06,18,0
0,0,838.46,12,0
1,3,578,18,0
0,2,569.51,14,0
0,2,795.14,4,0
0,2,860.57,17,0
0,0,628.65,2,0
0,1,895.45,15,0
1,4,145,9,1
1,6,567,21,0
0,2,788.4,9,0
1,3,543,29,0
1,7,456.39,20,0
1,9,921,25,0
1,10,157,24,0
1,3,237,17,0
0,0,588,3,0
0,3,795.87,5,0
1,4,995,10,0
0,3,855.05,7,0
1,10,665,19,1
0,2,912.69,14,0
0,1,677.77,4,0
0,2,511.95,6,0
1,0,386,7,1
1,2,536.72,30,0
1,9,873,21,0
1,3,688,14,1
0,3,966.32,13,0
1,2,637,12,1
1,8,151,3,1
1,9,934.9,24,0
0,0,883.22,15,0
0,3,695.56,20,0
1,9,922,26,1
1,3,128,1,1
0,0,804.36,3,0
0,1,908.06,11,0
1,9,988,23,0
0,2,759.81,15,0
0,3,717.98,15,0
1,10,628,5,1
0,4,676.34,8,0
0,4,819.61,0,0
1,9,155,16,0
0,3,912.43,13,0
1,5,354,25,1
0,2,999.63,2,0
0,1,681.55,19,0
1,8,927,29,1
0,0,634.63,19,0
1,9,156,15,0
0,2,754.61,19,0
0,4,786.8,2,0
0,3,657.4,17,0
0,2,517.63,18,0
1,7,639,11,0
0,2,689.89,15,0
1,10,158,23,1
1,7,927.36,3,0
1,5,974,10,0
0,4,535.05,0,0
0,1,512.87,11,0
0,2,897.62,16,0
0,0,584.15,0,0
0,1,678.12,3,0
1,10,997,12,0
1,3,532,30,0
0,1,829.8,13,0
0,1,735.66,13,0
1,0,955,25,1
0,3,802.99,11,0
0,4,759.23,3,0
0,3,901.38,10,0
0,1,586.62,0,0
1,10,555,17,1
1,2,112,12,0
1,10,358.07,28,1
0,3,842.77,15,0
0,3,571.48,4,0
1,3,938,27,0
1,4,714.52,0,1
1,6,584,2,0
1,5,185,21,0
1,7,516,3,0
0,2,962.88,4,0
0,1,673.28,9,0
1,8,859,29,1
0,0,940.98,1,0
1,6,553,19,0
1,8,480,27,0
1,8,427,25,1
1,9,658,17,0
1,0,327,21,0
1,1,476,11,1
1,10,586.67,15,0
1,8,939,6,0
1,4,388,15,1
0,0,716.12,6,0
0,2,920.29,3,0
1,2,617,21,1
0,3,815.52,7,0
0,0,708.46,9,0
0,1,952.26,10,0
1,9,630,20,1
1,10,869,3,0
1,0,530,27,1
1,10,775.28,2,0
1,8,875,5,1
0,4,810.19,3,0
1,9,717.03,1,1
0,2,776.4,2,0
0,1,683.68,20,0
0,0,899.83,3,0
0,2,570.2,20,0
0,3,735.89,2,0
0,1,999.93,8,0
1,1,245,30,1
0,1,777.65,19,0
0,2,759.49,3,0
1,1,159,24,1
0,2,501.27,7,0
0,3,697.69,14,0
0,4,845.53,9,0
0,3,730.25,18,0
1,0,817,3,0
1,4,326,8,1
1,0,388,3,1
1,9,686,26,0
0,0,684.36,13,0
1,7,268.23,5,1
1,5,896,21,0
1,10,303,3,0
0,0,844.51,19,0
0,0,695.15,3,0
1,10,881,26,0
1,5,672,19,1
0,0,732.95,9,0
0,3,829.63,3,0
0,0,679.5,15,0
1,6,951,5,1
0,0,506.84,16,0
1,9,749,4,0
1,5,644,19,0
0,2,870.47,12,0
1,1,984,21,0
1,7,677,7,0
1,2,474,10,1
1,0,574,10,1
1,4,152,16,1
0,1,536.74,3,0
0,1,944.73,20,0
0,1,674,12,0
1,8,475,25,0
1,6,449,14,1
0,1,547.93,0,0
0,1,681.54,12,0
1,8,823.96,27,0
1,6,228,30,0
0,1,928.78,0,0
0,1,767.84,19,0
1,10,498,6,1
1,3,414,29,0
0,2,711.53,9,0
1,2,514,22,1
0,0,901.8,14,0
1,5,626,13,1
1,8,628.58,28,0
1,0,423,9,0
1,5,586,3,0
0,1,842.12,7,0
1,3,256,9,0
1,7,276,3,0
1,4,248,10,0
1,1,639.64,1,0
1,1,218,26,1
0,0,750.49,8,0
1,9,715.13,30,0
1,1,337,8,0
1,3,512,7,1
0,2,630.63,6,0
1,9,647,7,0
0,1,535.23,3,0
0,4,526.73,5,0
1,4,322,1,1
1,4,969,5,0
0,1,921.31,6,0
1,2,116,5,0
0,3,858.26,16,0
1,6,379.55,24,1
1,6,568.95,19,1
1,6,966,23,0
0,1,771.15,1,0
1,5,906,28,0
0,0,795.94,16,0
0,0,818.86,6,0
0,0,575.54,19,0
1,5,998,26,1
1,1,908,27,1
0,3,774.74,5,0
1,7,515,24,0
1,9,434,18,0
1,5,328.81,6,0
0,0,945.45,17,0
0,2,746.95,14,0
1,10,168,1,0
1,0,192,1,0
1,8,521,30,0
0,2,861,15,0
0,0,864.01,2,0
0,1,529.74,7,0
1,1,799,19,1
0,4,593.52,10,0
1,2,221,29,1
1,4,150,22,1
0,1,986.53,17,0
1,5,221,11,1
1,4,854.97,19,0
0,2,756.18,2,0
0,0,658.17,20,0
1,10,734,2,0
1,4,701,3,1
1,6,161,24,0
0,4,618.26,18,0
0,0,899.64,2,0
0,3,869.31,17,0
1,10,180,15,0
0,0,720.78,13,0
1,3,394,4,0
1,8,525,17,0
1,2,599,17,1
0,2,881.72,10,0
0,2,711.03,10,0
0,4,601.09,13,0
1,5,790,0,0
1,8,295,22,1
1,6,391.23,24,1
1,7,164,30,0
1,4,646,20,1
0,1,894.36,11,0
1,7,817.63,12,1
1,3,234.29,16,0
0,3,961.26,15,0
1,9,815,15,0
1,5,775,9,0
1,9,663.62,23,0
0,4,769.45,8,0
0,4,538.66,15,0
1,8,175,27,0
1,2,971,20,0
1,8,921,26,1
0,2,761.39,12,0
1,6,684,29,1
1,4,521.77,1,0
1,10,171.14,6,0
0,0,502.26,15,0
0,3,718.36,12,0
0,2,680.92,4,0
1,6,103,28,1
1,9,678,5,0
0,2,571.93,19,0
0,4,717.52,16,0
1,8,891,17,0
0,2,982.3,2,0
0,1,718.4,7,0
0,0,826.46,6,0
0,2,787.41,20,0
0,1,941.34,15,0
1,9,957,18,0
1,4,901,2,0
1,5,717.31,9,0
0,1,937.64,8,0
0,2,731.04,2,0
1,3,397.27,6,0
0,1,916.18,11,0
1,4,303,4,1
0,2,911.35,8,0
1,3,615,12,1
1,0,149,4,0
0,1,848.09,12,0
1,5,532.4,14,1
1,9,734,16,0
1,5,690,29,0
1,5,193.99,28,1
1,6,614,11,0
0,2,687.6,3,0
0,0,964.54,20,0
1,5,990.99,12,0
0,3,917.11,12,0
1,5,847,22,0
1,1,702,20,1
0,2,667.96,2,0
1,2,131,7,0
0,3,986.83,9,0
1,5,624,7,0
0,2,724.15,8,0
0,4,952.84,7,0
0,1,529.96,19,0
0,0,833.77,6,0
0,4,925.53,17,0
0,3,948.08,15,0
0,1,685.88,0,0
1,5,235.93,24,0
1,8,347,23,0
1,1,691,15,1
1,2,280,0,0
0,1,971.9,2,0
0,1,685.6,4,0
0,1,544.17,6,0
0,1,891.96,12,0
1,5,673.7,0,1
1,3,390,27,0
0,4,868.53,16,0
0,0,967.09,18,0
1,5,361,11,1
1,1,964.78,16,0
0,1,559.57,19,0
1,3,344,25,1
0,0,581.11,0,0
1,6,931,7,0
0,0,908.64,8,0
0,1,966.98,8,0
1,6,238,28,0
1,8,201,19,0
0,0,561.91,18,0
0,0,978.44,12,0
0,4,708.91,16,0
1,0,997.13,25,1
1,6,429.79,9,1
1,6,566,13,0
0,0,850.9,11,0
1,6,158,23,0
1,6,409,28,1
1,6,275,18,1
1,10,714,12,1
1,9,837,8,1
0,0,908.03,19,0
0,3,532.97,17,0
0,0,670.1,5,0
1,8,841,18,0
1,5,445,4,0
1,6,822,11,0
1,10,326,27,1
1,1,241,4,0
0,5,738.44,1,0
1,6,830,23,0
0,0,788.52,4,0
1,7,693,6,0
1,4,199.96,1,0
1,6,407.72,10,0
0,3,770.48,0,0
0,2,757.99,19,0
1,9,913.93,9,0
0,1,518.02,19,0
0,1,603.77,4,0
1,2,765.81,21,0
0,4,653.13,15,0
0,3,612.49,20,0
1,3,754,3,0
0,1,828.91,5,0
0,0,768.27,14,0
1,7,671,0,1
0,1,616.78,12,0
1,3,615,3,1
1,3,315,5,0
0,1,890.24,12,0
0,4,523.51,1,0
0,1,649.36,7,0
1,9,766,0,1
1,3,725.87,1,0
0,1,618.1,7,0
1,2,439,8,0
1,1,205,9,1
1,3,284,9,0
1,0,275,5,0
1,1,741.84,27,1
0,1,589.51,7,0
0,3,657.67,14,0
0,3,782.38,13,0
1,6,874,24,0
0,2,701.79,15,0
0,1,576.3,16,0
1,4,757,29,0
1,3,616,5,1
1,6,918.82,25,1
0,0,714.2,5,0
1,1,735,6,1
1,5,372,25,1
0,2,901.11,10,0
1,2,507,4,0
0,1,678.72,20,0
1,10,159,0,1
1,4,682.43,19,1
1,4,497,8,1
0,0,757.65,2,0
0,1,674.64,17,0
1,7,876,15,0
1,10,122.9,7,0
0,0,585.72,18,0
0,2,502.96,18,0
0,1,810.72,8,0
1,10,216,9,1
0,3,553,17,0
1,6,926.8,14,0
0,1,960.59,10,0
0,3,549.83,15,0
0,2,572.64,18,0
1,4,261,20,1
1,6,252,19,0
0,3,760.48,15,0
1,10,809,28,1
1,9,547.62,14,1
1,4,305,17,1
0,2,990.76,8,0
1,8,998,21,0
1,2,325.8,18,0
1,2,561.74,30,1
0,4,571.25,5,0
0,3,694.49,15,0
0,0,549.83,1,0
1,1,248.9,0,0
1,1,752,6,0
0,1,935.64,5,0
1,1,679,28,0
1,10,501.18,2,0
1,1,396,24,1
1,2,663,10,1
0,4,578.15,0,0
1,3,242,22,0
0,0,648.25,15,0
0,2,543.48,9,0
0,1,858.34,1,0
0,1,760.58,8,0
1,9,408,5,1
1,3,140,12,0
0,0,575.46,20,0
0,2,744.92,8,0
1,5,432,15,1
1,5,890.01,8,0
1,10,819,22,0
0,1,553.08,4,0
0,2,615.86,15,0
0,3,861.66,10,0
0,0,750.55,4,0
1,10,208,26,0
0,4,823,8,0
0,0,901.82,9,0
0,2,588.89,10,0
1,4,506,4,0
1,2,650.12,0,0
0,1,576.02,1,0
1,5,911.04,27,0
1,0,577,25,1
0,2,615.92,19,0
0,1,670.53,9,0
0,0,918.32,3,0
1,10,167,24,0
1,6,782.46,2,1
0,2,816.24,15,0
1,2,517,11,0
1,8,341,24,0
0,1,504.51,17,0
0,1,871.23,17,0
0,2,784.25,1,0
0,1,661.15,7,0
0,2,930.9,10,0
0,0,857.04,16,0
0,0,532.21,11,0
1,2,167,6,0
0,0,798,19,0
0,4,921.37,0,0
1,3,170.58,5,0
0,5,572.88,20,0
0,2,978.5,8,0
0,1,821.41,10,0
0,0,530.13,12,0
0,2,939.42,18,0
1,8,329,18,0
1,7,515,4,1
0,0,809.17,14,0
0,1,875.41,9,0
0,2,655.62,2,0
1,6,239,4,0
0,5,791.72,6,0
0,2,530.98,5,0
1,5,809,28,0
1,5,910,20,0
1,4,390,13,0
1,4,320,23,0
1,2,134.53,0,1
0,3,682.59,9,0
0,4,902.71,2,0
1,3,552,19,0
0,1,961.02,5,0
1,1,606,13,0
0,3,720.14,8,0
1,10,726,10,0
0,0,792.85,11,0
1,0,673,14,1
1,8,328,8,0
0,0,639.99,2,0
1,7,956.13,21,1
0,4,648.63,7,0
1,10,381,15,0
1,10,531,19,1
0,1,775.75,9,0
0,4,873.94,14,0
0,2,711.53,13,0
0,0,507.18,11,0
1,3,339,21,1
1,1,241.09,4,0
0,0,795.83,2,0
0,0,730.97,8,0
1,6,429,15,1
0,0,710.88,6,0
1,10,776,18,1
0,2,533.07,20,0
0,1,769.56,18,0
1,5,177,15,1
0,3,542.11,14,0
1,5,1000,22,1
0,3,672.71,14,0
0,1,880.82,15,0
1,10,901,22,1
0,0,864.2,4,0
0,2,539.39,3,0
0,0,748.98,12,0
1,7,508,13,0
1,8,851,4,0
1,7,176,30,0
0,3,781.88,18,0
1,9,599,19,0
0,4,852.91,5,0
1,1,225,19,0
1,1,514,6,1
1,5,223,24,1
1,5,580,3,1
1,2,360,7,0
1,4,698,30,1
1,8,905,13,1
0,0,695.55,13,0
1,4,394.49,16,0
0,1,516.47,9,0
1,10,156,21,0
0,0,952.77,5,0
1,5,988,13,0
1,8,861,15,1
0,1,627.07,8,0
1,5,661.25,20,1
1,2,672.18,23,0
1,6,539,7,0
1,4,437,18,0
0,2,883.15,10,0
0,2,890.47,15,0
1,9,448.7,18,1
0,0,796.51,0,0
0,1,745.76,2,0
1,8,561,18,0
1,3,849.94,25,1
0,1,807.14,11,0
1,4,614,13,1
1,7,730,28,0
0,3,912.11,20,0
0,1,652.9,4,0
0,3,737.87,3,0
1,3,692,6,1
1,5,388,15,1
0,0,954.49,9,0
1,6,420,8,1
1,2,531,8,0
1,4,492,3,0
0,2,610.05,17,0
0,0,910.52,8,0
1,6,208,25,1
1,10,106.95,15,0
0,3,871.34,10,0
0,1,625.55,5,0
0,0,777.8,9,0
0,2,905.4,0,0
1,2,878,1,0
0,0,860.92,12,0
0,1,792.28,10,0
0,1,613.29,14,0
0,3,754.21,2,0
0,3,771.41,19,0
1,2,395,3,0
0,3,574.39,8,0
0,1,892.19,13,0
1,6,484.12,7,1
0,4,615.99,9,0
1,10,564,5,0
1,6,320.55,27,0
0,1,682.81,20,0
0,0,717,14,0
1,1,432,3,0
0,0,767.54,19,0
1,5,482,7,0
1,1,257.81,28,0
0,4,507.27,13,0
1,9,815,10,0
1,2,230.38,4,0
0,3,542.1,10,0
0,2,977.13,8,0
1,0,736,15,0
0,2,547.54,8,0
1,3,144,22,0
0,2,879.97,13,0
0,4,744.51,4,0
1,4,465,29,0
1,5,950,30,1
1,9,842,2,1
0,5,955.92,5,0
1,6,894,21,1
1,5,799,19,1
0,1,506,7,0
1,3,296,8,0
1,1,974,26,1
1,0,821,19,1
1,4,615,7,0
0,0,694.45,13,0
0,1,711.53,0,0
0,2,924.8,3,0
1,3,626,10,0
0,0,828.39,13,0
1,1,304,17,0
0,4,529.79,3,0
1,4,948,23,0
0,0,770.35,8,0
1,3,677.49,3,1
0,3,533.59,3,0
0,1,614.44,14,0
0,1,764.01,17,0
1,9,394,12,0
1,7,757,23,1
1,3,686.28,29,0
1,5,982,8,0
0,0,602.19,10,0
0,1,878.37,17,0
0,4,754.63,11,0
0,2,596.94,17,0
0,4,848.72,15,0
0,1,948.75,4,0
0,3,676.98,10,0
1,10,822,4,0
0,3,915.71,17,0
0,4,694.25,4,0
1,4,284,27,1
1,6,461,18,0
1,6,518,8,0
0,1,560.83,0,0
0,0,903.8,1,0
1,0,276,22,1
0,2,787.23,4,0
0,0,772.31,12,0
0,0,640.18,5,0
1,9,865,18,1
0,1,713.48,20,0
0,3,579.8,18,0
0,2,844.32,15,0
1,6,975,24,1
0,0,933.01,20,0
1,7,819,23,0
0,1,900.19,11,0
1,9,310.55,0,1
0,2,861.01,0,0
1,0,547,17,0
1,5,297,15,0
0,3,703.7,0,0
1,1,693.02,27,1
0,0,815.12,16,0
1,8,615,29,1
1,8,122,23,0
0,0,833,6,0
1,9,839,14,0
0,1,591.49,10,0
0,0,608.31,9,0
0,1,625.05,20,0
0,0,787.7,0,0
0,0,702.33,19,0
1,6,370,10,0
1,1,308.67,1,0
0,1,707.79,5,0
0,2,997.03,4,0
0,0,849.67,0,0
0,1,509.14,10,0
1,7,159.13,11,0
0,1,770.58,3,0
1,3,252,15,0
0,0,932.5,7,0
0,2,638.04,4,0
0,1,879.75,16,0
1,8,308.67,16,0
0,1,660.78,10,0
1,0,523.89,28,0
0,0,689.12,4,0
1,6,129,14,0
0,0,817.34,0,0
1,0,586,24,0
0,3,617.7,2,0
1,10,671,7,0
0,1,750.79,11,0
0,3,669.72,7,0
0,1,780.39,19,0
0,4,590.77,9,0
0,1,887.52,10,0
0,2,668.02,17,0
1,4,226,11,0
0,3,785.67,17,0
1,7,335,1,1
0,2,934.89,6,0
1,8,551,17,0
0,0,811.08,20,0
0,1,759.88,0,0
0,0,651.32,4,0
0,0,879.13,8,0
0,2,665.69,6,0
0,1,545.88,8,0
0,1,812.08,14,0
0,2,542.97,1,0
0,3,833.51,9,0
0,1,673.62,13,0
1,0,236,7,1
0,1,503.14,8,0
1,5,505,2,0
1,5,297,3,0
1,2,380,7,0
0,1,921.31,19,0
0,0,537.93,4,0
0,3,706.99,2,0
1,6,140,30,0
0,0,614,5,0
1,9,371.18,26,0
1,0,752,15,0
0,3,570.84,6,0
0,1,961.17,5,0
0,1,624.21,10,0
0,0,901.74,7,0
1,3,938,9,1
1,7,338,9,0
0,3,897.19,18,0
0,2,996.35,20,0
1,10,134,12,1
0,2,809.04,6,0
1,8,320,21,0
0,0,621.03,7,0
1,7,852.71,18,1
1,10,427.15,1,1
0,0,747.31,19,0
0,0,857.88,14,0
0,4,955.28,1,0
0,1,967.48,6,0
1,2,652,21,0
0,3,933.13,11,0
1,8,686,8,0
0,2,501.31,19,0
0,1,641.77,5,0
0,0,631.53,7,0
1,3,106.29,5,0
1,8,560,10,0
1,4,517,9,1
0,2,935.73,4,0
0,2,901.04,19,0
0,1,524.43,1,0
1,2,429,2,0
0,1,641.01,3,0
1,3,250,30,0
0,3,903.34,6,0
0,4,534.73,6,0
0,3,763.25,12,0
1,8,118,5,0
1,8,458,18,1
1,3,370,17,0
1,7,480,5,1
1,10,253.83,8,0
1,7,678.84,18,0
0,0,826.5,11,0
0,3,641.68,16,0
1,1,542,22,0
1,4,873,28,0
1,3,536,3,0
0,1,850.63,6,0
1,7,565,3,1
1,2,213.44,5,1
1,2,973,23,1
1,2,162.51,22,0
0,2,526.05,4,0
0,0,720.06,0,0
1,6,396,0,1
1,0,843.48,20,0
1,5,229,28,0
0,0,719,16,0
0,1,773.31,4,0
0,1,879.23,7,0
1,3,806,9,0
0,2,503.85,6,0
1,6,451.87,8,1
0,0,608.24,11,0
0,1,882.75,2,0
0,3,842.46,6,0
0,1,738.71,13,0
0,1,958.24,10,0
0,1,711.46,12,0
1,0,500,18,0
1,6,312.2,4,0
0,0,930.01,0,0
1,3,835.62,28,0
1,4,824.04,29,1
1,6,600,26,0
1,1,880,16,1
1,10,930,11,0
1,1,195,1,0
1,5,683,21,0
1,8,903,26,1
1,0,539,28,0
0,3,858.54,15,0
0,2,915.94,15,0
1,7,613,6,1
1,3,347.18,19,1
1,5,357.02,25,1
0,2,615.15,20,0
1,3,615,9,0
1,1,713,25,0
1,7,640.94,6,0
0,2,858.94,15,0
0,2,605.59,9,0
1,7,503,9,0
0,2,851.48,19,0
0,1,694.67,14,0
0,3,582.28,15,0
0,3,544.69,10,0
0,3,783.29,6,0
1,2,596,21,0
1,9,319,4,0
0,1,526.69,13,0
0,0,539.69,6,0
0,1,787.58,11,0
1,3,134,12,1
0,0,631.12,5,0
1,6,692,20,0
1,10,171,11,0
1,8,292.19,16,1
0,2,694.33,4,0
0,4,537.31,2,0
0,0,834.38,12,0
1,9,589,6,0
1,2,802,21,0
1,4,891,22,0
0,0,653.43,10,0
0,0,869.86,5,0
1,3,389,21,0
0,2,889.16,18,0
1,0,213,11,0
0,0,997.36,4,0
1,9,532,17,1
0,0,649,19,0
0,0,880.8,9,0
1,10,372,5,0
0,2,942.78,19,0
0,0,752.99,0,0
0,3,836.6,14,0
1,10,955,29,1
0,3,979.13,14,0
1,2,882.08,25,0
1,2,834,24,1
1,10,336,23,0
1,2,422,27,0
0,1,752.18,8,0
0,3,622.06,17,0
0,0,685.45,10,0
0,4,621.85,17,0
0,2,927.49,6,0
0,0,864.53,11,0
1,1,500.87,27,0
1,1,525,14,0
1,2,874,13,1
0,4,655.05,9,0
0,3,512,1,0
0,2,839.2,18,0
1,5,965.53,26,0
0,4,721.7,17,0
1,5,531,24,1
0,4,855.45,18,0
0,1,905.13,2,0
1,6,163,28,0
1,2,506,9,1
0,2,792.81,16,0
1,2,862,5,0
0,2,919.24,9,0
0,3,719.46,14,0
0,1,748.82,8,0
1,0,659,7,1
1,2,515,6,0
1,6,156.7,25,0
1,0,562.04,25,0
1,0,185,15,0
1,1,232.38,24,0
0,1,740.86,10,0
1,2,642,18,0
1,1,948,19,1
0,3,956.68,9,0
0,1,971.84,14,0
0,4,811.96,12,0
0,1,782.05,2,0
1,2,253.25,3,1
1,9,282.39,14,0
1,6,386.77,4,0
0,0,929.08,13,0
1,8,473,8,0
1,7,172,20,1
1,10,584.47,12,1
1,10,621,28,0
0,0,735,9,0
0,0,729,17,0
1,10,918,18,1
1,7,846,24,1
0,0,811.59,10,0
1,1,407,1,0
0,0,515.17,5,0
0,0,645.03,4,0
1,7,745,28,0
0,4,785.38,18,0
0,4,818.41,20,0
0,0,982.51,14,0
0,0,797.9,11,0
0,4,945.24,5,0
0,2,735.92,0,0
0,3,633.34,15,0
0,1,845.08,2,0
0,2,715,9,0
1,10,393,25,1
1,9,616,21,1
1,7,247,19,0
0,1,695.25,18,0
1,1,991.48,21,1
0,0,968.41,20,0
1,7,654,10,0
0,1,535.52,9,0
1,10,522,8,1
0,0,642.15,20,0
0,0,988.04,18,0
0,2,722.86,5,0
0,1,599.58,7,0
1,8,929,2,0
1,9,307,21,0
1,2,953,26,0
0,3,888.32,12,0
1,7,874,11,0
1,1,126,18,0
0,0,554.04,1,0
0,2,833.29,8,0
1,4,188,17,0
0,2,537.08,18,0
0,0,802.51,2,0
0,2,613.28,10,0
1,2,489,14,1
0,0,645.84,16,0
1,7,283,15,1
0,2,971.78,19,0
0,1,781.77,5,0
1,10,833,8,1
0,3,755,2,0
1,3,757,28,1
0,1,618.05,20,0
1,10,104.62,23,0
1,5,166,20,1
0,4,550.86,13,0
1,10,775.39,18,0
1,4,167,24,0
1,5,262,9,0
0,1,836.08,16,0
0,3,817,4,0
1,0,893,12,0
0,0,919.53,18,0
1,2,177,7,0
1,1,916,23,0
0,2,568.84,13,0
1,4,358,18,0
1,10,721.74,9,1
1,8,475,19,1
0,0,517.07,12,0
0,0,704.83,6,0
0,1,770.01,5,0
0,0,732.2,11,0
1,9,655,17,0
0,4,910.17,4,0
0,3,855.84,5,0
1,3,110,3,1
0,0,971.81,20,0
1,3,670.33,11,1
1,4,153,8,0
1,9,625,7,0
1,2,418,13,0
1,5,345,16,0
1,0,910,26,0
1,7,915,30,0
1,9,899,8,0
1,7,361,18,0
1,4,511,16,1
0,0,516.15,0,0
0,3,551.79,20,0
1,7,465,11,0
1,5,603.66,24,0
1,5,514,7,1
1,8,911,8,1
1,3,862,27,1
1,4,248.35,30,1
1,6,848,11,0
1,6,984,19,0
1,2,103.7,10,0
0,4,603.83,3,0
1,7,513,2,1
1,0,832,21,0
1,4,834.93,12,0
1,4,479,21,0
1,2,893,29,0
1,10,502.97,17,1
1,6,485,11,0
0,1,696.49,6,0
1,3,836.53,26,1
1,5,877.92,30,0
1,3,814,15,0
0,0,738.02,19,0
0,0,708.69,10,0
1,8,562,4,0
0,0,848.27,2,0
1,4,892,16,0
1,10,259,16,0
1,2,495,7,0
0,3,978.97,2,0
1,4,186,9,0
0,2,590.11,19,0
1,9,389,10,1
1,1,420,20,0
1,5,281,20,0
0,0,767.66,17,0
1,2,396,21,0
1,3,259,15,0
1,9,326,21,1
1,10,880,9,0
1,0,593.54,27,0
1,9,974,0,0
1,6,890,15,1
1,8,384,12,0
0,3,709.33,14,0
0,1,506.12,19,0
0,1,708.87,13,0
0,2,713.01,2,0
0,1,742.15,4,0
0,2,882.98,7,0
0,0,963.65,11,0
0,0,910.22,15,0
0,3,787.78,6,0
1,9,248.66,19,0
0,0,859.74,15,0
1,8,549,17,1
0,0,669.22,10,0
0,0,774.75,7,0
1,0,167.88,30,0
0,2,535,9,0
1,7,300,22,0
1,10,409,17,1
0,0,844.55,3,0
0,0,552.49,11,0
0,2,899.78,17,0
1,3,777,19,0
1,3,487,22,1
1,10,468.55,29,0
1,4,313,14,1
1,0,394,16,0
1,9,644,23,0
0,0,996.58,8,0
0,1,509.69,2,0
1,4,594.23,8,0
1,10,815,11,0
0,0,772.5,3,0
0,2,901.9,13,0
1,0,939,22,0
0,4,856.32,1,0
1,9,767,20,1
0,0,994.28,18,0
1,1,694,3,0
0,2,713.79,14,0
1,10,264,25,0
0,2,658.87,0,0
0,3,858.93,11,0
0,0,873.25,13,0
0,2,905.15,17,0
0,2,793.6,7,0
0,4,734.78,20,0
0,0,530.93,16,0
1,9,596,26,1
1,1,171,0,0
1,4,260.96,11,0
0,3,936.94,1,0
0,1,613.14,6,0
0,4,963.38,15,0
0,0,780.07,2,0
1,4,983,10,0
1,5,373,15,1
1,8,433,20,0
1,6,904,10,0
1,2,762,7,0
0,3,934.16,3,0
0,2,796.67,4,0
1,6,228,23,1
1,5,999,22,1
1,4,533,15,1
1,0,108,19,0
0,0,947.14,0,0
0,3,951.15,5,0
0,1,970.5,8,0
0,1,858.23,10,0
0,0,909.92,18,0
1,0,553,2,0
1,4,836,24,1
0,2,990.07,19,0
1,2,944.37,24,0
0,0,791.6,20,0
0,1,804.58,3,0
